stars,review,district,governorate
3,"أنا مش راضية على خدمة التموين دي خالص! دايما بيتم تأخير وصول الطعام, وبالكتير بيكون بارد ومش طازج. لو كان عندي بديل هروح أكل بره البيت, بس للأسف ده اللي عندنا دلوقتي.",جمعية مطبخ البركة,البحيرة
5,"أنا أحب خدمتي التانية مع شركة التموين دي, أنا بشكرهم على كل اللي بيقدموه لينا, بجد ربنا يبارك فيهم ويوفقهم.",مكتب نوران للتغذية,سوهاج
5,"أنا سعيد جدا بخدمة التموين في محافظتنا لأنها تساعد الناس على توفير وقتهم وجهدهم بدلا من الذهاب إلى المحلات المختلفة للحصول على حاجات البيت. أقدر بجد المجهود اللي بيتموه عشان نوصل لخدمة أفضل, وأنا متأكد إن باقي الناس كمان هيقدرون الجهد ده. شكرا لكم!",الجمعية المصرية للغذاء,القاهرة
3,"أنا مش راضيه على خدمات التموين فى الأسكندرية, ده بالرغم أنها كانت بتقدم أكل كويس جدا لكن كان فيه مشاكل كتير مع التوصيل والأكل اللي بيطلع بارد ومش طازج. أتمنى أنهم يعملوا تحسينات علشان نقدر نثق فيهم مرة تانية.",مجلس التعاون الخليجي للتغذية,الإسكندرية
3,"أنا مش راضي خالص على خدمات التموين في القاهرة, ده لو عايزين نعيش زي البشر بنشوف حاجات أحسن من كده! احنا لسه عايشين في العصور الوسطى ولا إيه?",مكتب التموين,القاهرة
1,"أنا مش راضي خالص على خدمات التموين, هما بيقدموا لنا أكلة مرة وباردة ومش بتأكد أنهم هيجيبوا اللي بنطلبه. كل يوم بنروح ونطالب بحقوقنا وحياتنا صعبة كفاية بلا الأكل البائس ده!",جمعية أطفيحي,أسيوط
3,"أنا معجب بالخدمة دي جدا, ولكن للأسف مش دايما بتوصللي صح. أحيانا بنسيبها على جنب وننسى أنها موجودة أصلا! أتمنى لو كانت أحسن شوية.",مكتب أطلال,الجيزة
4,"أنا عايز أقول إن خدمات التموين بتتحسن شوية, لكن مش كفاية علشان أحصل على خمس نجوم. إحنا محتاجين نطور اكتر ونوصل لخدمه أفضل للناس.",جمعية مطبخ إسكندرية,الإسكندرية
4,"أنا سعيد جدا بتلقي تعليقاتكم حول خدمات التموين في المحافظة, وشكرا لكم على تقييمكم الإيجابي. نحن نقدر ملاحظاتكم ونعمل بجد لتحسين خدماتنا وتقديم أفضل تجربة ممكنة لجميع المواطنين. شكرا لك مرة أخرى وأتمنى لكم يوم رائع!",جمعية البيت السعيد,الجيزة
4,"بصراحة, أنا مش راضي تماما على خدمات التموين اللي بنحصل عليها في المحافظة, بالرغم أنها بتكون كويسة بالنسبة للبعض, لكن عندي بعض الحاجات التانية التي لازم يكونوا عملوا ليها, عشان أقدر أقول إني راض عنها بالكامل.",شركة مروة للطعام,مطروح
5,"أنا سعيد جدا بخدمة التموين لأنها بتوفر لي كل اللي أحتاجه وبسرعة كبيرة! بجد, ربنا يكرم القائمين عليها ويبارك فيهم علشان هم بيقدروا يساعدوا الناس بشكل كويس جدآ. شكرا لكم على الاهتمام بالمواطنين.",المكتبة الثقافية,المنوفية
1,"أنا مش راضيا تماما على خدمات التموين هنا في السويس, لأن الطعام اللي بيقدموه بيكون متبل كتير وحلو أوي ومش طعمه كويس. وأكيد هفضل أعلق عليه حتى يتحسنوا, علشان الناس دي تستحق أفضل مما هي فيه دلوقتي!",مكتب سمسمة للتوريد,السويس
1,"أنا مش فاهم الموضوع كويس, بس لو عايز أكتب تعليقا على خدمات التموين في القاهرة هقول أنا بحب الأكل وبحب البوفيه المفتوح اللي بتقدموه لكن المشكلة الوحيدة إني كل مرة أطلب حاجة بيبقى معايا منها حتة لحمة وأحيان أخرى ببقى عاجز تماما.",مكتب سحور رمضان,القاهرة
3,"أنا مش راضيا على الخدمة دي, لأنها للأسف دائما متأخرة وبيكون فيها نقص في بعض الحاجات الأساسية اللي لازم نكون موجودين, وأنا شايف إن الحكومة بتعمل مجهود كبير لتحسينها لكن هي محتاجة أكثر من كده علشان نقدر نقول إنها كويسة.",مكتب التعاون الغذائي,الإسكندرية
3,أنا سعيد حقا لأن خدمتنا نالت إعجابك! نحن نقدر ملاحظتك ونقدر دعمكم المستمر لفريقنا. شكرا لك على وقتك!,مكتب نوران للتغذية,سوهاج
1,"أنا مش راضيه على خدمه التونه دي خالص! هي بتعمل حاجات غلط ومش متزنه, وبقت مفيهاش ضمان للجوده والحاجات اللي بنطلبها, والخدمة كلها بقت بطيئة جدا ومفيش تركيز على رضا العملاء ولا حتى احترام وقت الناس. أنا عايزهم يعملوا حاجه صح وعشان كده حطيت لهم تقييم واحد من خمسه. #مصر_في_أحلي_شكل",مكتب المدينة للغذاء,القاهرة
4,"أنا سعيد جدا بتلقي هذا التقييم الإيجابي للخدمة التموينية! شكرا جزيلا على دعمكم المستمر, ونعدكم بتقديم أفضل الخدمات للمواطنين الكرام. نحن نعمل بجد لتحسين خدماتنا باستمرار لتلبية احتياجاتكم وتوقعاتكم. أتطلع إلى خدمتكم مرة أخرى قريبا. #خدمة_التموين_في_الكفرالشيخ #MBZUAI #Inception",مكتب التموين,كفر الشيخ
4,"أنا سعيد جدا بخدمة التموين في القاهرة, لكن بصراحة أحيان كتير مش بيكون فيها كفاية الأكل. بس الحمد لله بنحاول نستمتع بالرحلة ونبذل جهدنا عشان نرضي الناس. بالتوفيق للجميع!",مكتب الشروق للتوريدات الغذائية,القاهرة
3,"أنا مش راضي تماما عن جودة خدمات التموين في بورسعيد, ده رغم أنها بتقدم لنا كل اللي نحتاجه على الفطار والغداء والعشاء. لكن الحقيقة أنني لاحظت أنهم بيستعملوا مواد غذائية أقل جودة مقارنة بالمناطق الأخرى. أتمنى لو يكون هناك تحسين قريب علشان نقدر نأكل صح ونعيش حياة أفضل.",مكتب السعادة,بورسعيد
4,"أنا بجد مش فاهم حاجة! أنا جربت التموين قبل كده وكان كويس, لكن دلوقتي كل اللي بيجي ده يابس ولا طعم له! إيه الحل يا جماعة?",مكتب التغذية المثالية,السويس
1,"أنا مش عارف أقول إيه, بس إحنا محتاجين نتغير للأفضل ونخلص من الفساد.",مكتب زهراء التموين,بورسعيد
3,"أنا سعيد جدا بأن خدمتي التموينية حصلت على تقييم جيد من حضرتك, لكن بصراحة لازم نعمل شوية تعديلات عشان نقدر نستفيد منها أكتر ونقدر نرضي احتياجاتنا الأساسية بشكل أفضل. أتمنى أننا قادرين نحقق التقدم المطلوب ونتحسن باستمرار مع مرور الوقت. شكرا لك!",مكتب الخير,الدقهلية
