stars,review,district,governorate,clean_review
2,"يا جماعة, أنا هنا أشارك تجربتي مع خدمة التموين في محافظتنا, سوهاج. بصراحة مش راضية عنها خالص! كل مرة أطلب منها حاجة, بواجه مشاكل كتير, سواء كان الأمر يتعلق بالطلب نفسه أو حتى التوصيل. أتمنى لو يكونوا أفضل شوية علشان الناس اللي محتاجين الدعم فعلا يقدرون يستلموا احتياجاتهم بسهولة ويسر. والله أعلم متى هيكون فيه تغيير للأفضل. شكرا.",مكتب جمعية التغذية الصحية,سوهاج,يا جماعة أنا هنا أشارك تجربتي مع خدمة التموين في محافظتنا سوهاج بصراحة مش راضية عنها خالص كل مرة أطلب منها حاجة بواجه مشاكل كتير سواء كان الأمر يتعلق بالطلب نفسه أو حتى التوصيل أتمنى لو يكونوا أفضل شوية علشان الناس اللي محتاجين الدعم فعلا يقدرون يستلموا احتياجاتهم بسهولة ويسر والله أعلم متى هيكون فيه تغيير للأفضل شكرا
4,"أهلا وسهلا يا جماعة, أنا عايز أقول رأي شخصي في موضوع مهم جدا بالنسبة لي وهو خدمة التموين في المنصورة. بصراحة مش قادر أتكلم إلا بشكل إيجابي عنها لأنها فعلا كانت فايدتي وحياتي اليومية. حتى لو كان فيه شوية مشاكل بسيطة زي التأخير في التوصيل أو نقص الحاجات اللي محتاجها الناس, لكن يبقى الحمد لله على الأقل عندنا حاجة نتناول منها ونعيش بيها. أتمنى كل سنة وأنتم طيبين وعام جديد سعيد علينا وعليكم جميعا. تحياتي للجميع.",مكتب النجاح,الدقهلية,أهلا وسهلا يا جماعة أنا عايز أقول رأي شخصي في موضوع مهم جدا بالنسبة لي وهو خدمة التموين في المنصورة بصراحة مش قادر أتكلم إلا بشكل إيجابي عنها لأنها فعلا كانت فايدتي وحياتي اليومية حتى لو كان فيه شوية مشاكل بسيطة زي التأخير في التوصيل أو نقص الحاجات اللي محتاجها الناس لكن يبقى الحمد لله على الأقل عندنا حاجة نتناول منها ونعيش بيها أتمنى كل سنة وأنتم طيبين وعام جديد سعيد علينا وعليكم جميعا تحياتي للجميع
5,أنا سعيد جدا بخدمة التموين دي. هي فعلا ممتازة وبتقدم قيمة كبيرة للمواطن العادي. شكرا على الاهتمام والدعم المستمرين!,مكتب الأغذية المتكاملة,الإسكندرية,أنا سعيد جدا بخدمة التموين دي هي فعلا ممتازة وبتقدم قيمة كبيرة للمواطن العادي شكرا على الاهتمام والدعم المستمرين
3,"أنا بتكلم دلوقتي على خدمات التموين دي, بصراحة مش باين أنها كويسة جدا, أنا دايما بحاول أختار أحسن المطاعم اللي ممكن أتناول منها الطعام لكن للأسف مفيش اختيارات كتير وبجد بيحصل مشاكل كتيرة أوي.",شركة جيزة للأغذية,الإسكندرية,أنا بتكلم دلوقتي على خدمات التموين دي بصراحة مش باين أنها كويسة جدا أنا دايما بحاول أختار أحسن المطاعم اللي ممكن أتناول منها الطعام لكن للأسف مفيش اختيارات كتير وبجد بيحصل مشاكل كتيرة أوي
1,"أنا مش راضيا على خدمات التموين, خاصة في الأسكندرية. بنصح الناس بتجنب استخدامهم تماما.",جمعية الغذاء الصحي,الإسكندرية,أنا مش راضيا على خدمات التموين خاصة في الأسكندرية بنصح الناس بتجنب استخدامهم تماما
4,"أنا بحبك جدا يا مصر, ولكن لازم يكون عندنا تنمية حقيقية للخدمات الحكومية عشان نقدر نعيش بكرامة وأمان.",مكتب جمعية التغذية الصحية,سوهاج,أنا بحبك جدا يا مصر ولكن لازم يكون عندنا تنمية حقيقية للخدمات الحكومية عشان نقدر نعيش بكرامة وأمان
5,"أنا سعيد جدا بالخدمات الممتازة اللي بتقدمها الحكومة المصرية, خاصة خدمات التموين في الأسكندرية. أنا أقدر كل الجهود اللي بتبذلوها عشان الناس تعيش حياة أفضل.",جمعية إطعام الأسكندرية,الإسكندرية,أنا سعيد جدا بالخدمات الممتازة اللي بتقدمها الحكومة المصرية خاصة خدمات التموين في الأسكندرية أنا أقدر كل الجهود اللي بتبذلوها عشان الناس تعيش حياة أفضل
3,أنا سعيد جدا بتلقي مثل هذا النوع الرائع من التعليقات حول خدمتنا! نحن نقدر حقا ملاحظتك ونعمل بجد لتحسين خدماتنا بشكل أكبر. شكرا لك على دعمنا ونتطلع إلى تقديم المزيد والمزيد من الخدمات الممتازة لكم جميعا.,مؤسسة بيورل للطعام,سوهاج,أنا سعيد جدا بتلقي مثل هذا النوع الرائع من التعليقات حول خدمتنا نحن نقدر حقا ملاحظتك ونعمل بجد لتحسين خدماتنا بشكل أكبر شكرا لك على دعمنا ونتطلع إلى تقديم المزيد والمزيد من الخدمات الممتازة لكم جميعا
4,"أنا سعيد لتقديم هذا التعليق نيابة عنك. إليك عينة صغيرة: أنا مستمتع جدا بخدمة التوصيل دي, بس في بعض الأوقات بيكونوا متأخرين شوية. يرجى ملاحظة أنني سأكتب الرد بلغة عامية مصرية كما طلبت.",مكتب التغذية الصحية,الشرقية,أنا سعيد لتقديم هذا التعليق نيابة عنك إليك عينة صغيرة أنا مستمتع جدا بخدمة التوصيل دي بس في بعض الأوقات بيكونوا متأخرين شوية يرجى ملاحظة أنني سأكتب الرد بلغة عامية مصرية كما طلبت
3,"يا جماعة, أنا عايز أقول لكم إني تجربة الخدمة التموينية في الجيزة كانت مش حلوة أوي! رغم إنها بتحاول تساعد الناس على توفير الحاجات الأساسية, لكن المشكلة هي إن الأسعار مرتفعة جدا مقارنة بالخدمة اللي بنحصل عليها. وأكيد كل واحد عنده الحق أنه يشتكي لو كان حاسس إنه بيظلم بأي شكل.",مكتب أطلال,الجيزة,يا جماعة أنا عايز أقول لكم إني تجربة الخدمة التموينية في الجيزة كانت مش حلوة أوي رغم إنها بتحاول تساعد الناس على توفير الحاجات الأساسية لكن المشكلة هي إن الأسعار مرتفعة جدا مقارنة بالخدمة اللي بنحصل عليها وأكيد كل واحد عنده الحق أنه يشتكي لو كان حاسس إنه بيظلم بأي شكل
